CPF_CNPJ,Razão Social,Nome Fantasia,Porte,N.Colaborador,Dt.Fundação,CEP,UF,Cidade,Bairro,Endereço,Número,Complemento,Latitude,Longitude,Mapa,Email,Telefone,Celular,Comercial,Fax,Cód de Natureza Juridica,CNAE,Setor,Atividade,Total Clientes,Total Part./Contatos,Total Realizações,Total Horas de Consultoria,Situação no ICMS,Data de Cancelamento no ICMS
8817864000102,FERNANDO STEPHANO DE MORAIS,FERNANDO STEPHANO DE MORAIS,MICRO - ATÉ R$360 MIL/ANO,0,04/2007,82510000,PR,CURITIBA,BACACHERI,AVENIDA PARANA,2288,LJ 52 AND 5,"-25,3947484","-49,2414897","Ver Mapa<url>https://www.google.com/maps?q=-25.3947484,-49.2414897",-,4132565478,-,4132565478,-,213-5,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,1,0,0,Cancelado,200812
8760972000196,CELIA MARIA ROLIM DE LARA,CELIA MARIA ROLIM DE LARA,MICRO - ATÉ R$360 MIL/ANO,1,02/2007,82320010,PR,CURITIBA,SANTA FELICIDADE,AVENIDA VEREADOR TOALDO TULIO,1199,SL 05,-,-,-,-,4133728512,-,4133728512,-,213-5,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,0,0,0,Registro Não Encontrado,
8792393000125,RICARDO GUILHERME SICILIANO HALBEN,HALBEN CONSULTORIA,MICRO - ATÉ R$360 MIL/ANO,1,04/2007,81560750,PR,CURITIBA,UBERABA,RUA MIGUEL RYBINSKI,34,TERREO,"-25,4899432","-49,2208137","Ver Mapa<url>https://www.google.com/maps?q=-25.4899432,-49.2208137",-,0,-,-,-,213-5,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,1,0,0,Registro Não Encontrado,
8356235000122,MARINALDO DOS SANTOS DOMINGOS PROCESSAMENTO DE DADOS,MSD PROCESSAMENTO DE DADOS,MICRO - ATÉ R$360 MIL/ANO,0,10/2006,81510210,PR,CURITIBA,GUABIROTUBA,RUA CANAL BELEM,4755,CS 2,"-25,4715027","-49,2455387","Ver Mapa<url>https://www.google.com/maps?q=-25.4715027,-49.2455387",-,4188474788,4188474788,4132967590,-,213-5,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,1,0,0,Registro Não Encontrado,
8285144000143,RODRIGO DOS SANTOS MACEDO,RSM PROJETOS E DESIGN,MICRO - ATÉ R$360 MIL/ANO,1,08/2006,80410180,PR,CURITIBA,CENTRO,ALAMEDA DOUTOR CARLOS DE CARVALHO,389,TERREO,"-25,432606","-49,278636","Ver Mapa<url>https://www.google.com/maps?q=-25.432606,-49.278636",-,4135362037,-,4135362037,-,213-5,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,1,0,0,Registro Não Encontrado,
1002692000170,GERSON ARI PETRY,LIRA INFORMATICA,MICRO - ATÉ R$360 MIL/ANO,0,11/1995,81610000,PR,CURITIBA,HAUER,AVENIDA MARECHAL FLORIANO PEIXOTO,5373,-,"-25,4753304","-49,2502185","Ver Mapa<url>https://www.google.com/maps?q=-25.4753304,-49.2502185",-,0,-,-,-,213-5,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,1,0,0,Registro Não Encontrado,
729016000130,OZORIO CANDIDO CORDEIRO,DESING INFORMATICA,MICRO - ATÉ R$360 MIL/ANO,0,07/1995,82940300,PR,CURITIBA,CAJURU,AVENIDA FLORIANOPOLIS,702,BL 13 AP 1,-,-,-,-,4133663126,-,4133663126,-,213-5,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,1,0,0,Registro Não Encontrado,
639729000102,SUELI CELI KRETZSCHMAR - REPRESENTACAO,SJ COMERCIO E REPRESENTACOES,MICRO - ATÉ R$360 MIL/ANO,1,06/1995,81860060,PR,CURITIBA,ALTO BOQUEIRÃO,RUA TENENTE-CORONEL DEOCLECIANO GOMES DE MIRANDA,132,-,"-25,5365826","-49,236069","Ver Mapa<url>https://www.google.com/maps?q=-25.5365826,-49.236069",-,4133781916,-,4133781916,-,213-5,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,1,0,0,Registro Não Encontrado,
691247000100,EDSON IRAN E SILVA CAMPOS,GENSOFT,MICRO - ATÉ R$360 MIL/ANO,1,07/1995,82840140,PR,CURITIBA,BAIRRO ALTO,RUA ADILIO RAMOS,893,-,-,-,-,-,0,-,-,-,213-5,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,1,0,0,Registro Não Encontrado,
112525000119,FERNANDO DE ANDRADE,-,MICRO - ATÉ R$360 MIL/ANO,0,06/1994,80020928,PR,CURITIBA,CENTRO,PRACA ZACARIAS,80,3 AND.CJ.301,"-25,4326477","-49,2732866","Ver Mapa<url>https://www.google.com/maps?q=-25.4326477,-49.2732866",-,0,-,-,-,213-5,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,1,0,0,Registro Não Encontrado,
1227760000107,O R HASCKEL CONSULTORIA EM INFORMATICA,-,MICRO - ATÉ R$360 MIL/ANO,0,05/1996,83820000,PR,FAZENDA RIO GRANDE,SEM BAIRRO,R RIO COXIM,1404,ED OUREM SL 13,"-25,6628466","-49,3077866","Ver Mapa<url>https://www.google.com/maps?q=-25.6628466,-49.3077866",-,0,-,-,-,213-5,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,1,0,0,Registro Não Encontrado,
1226180000197,MARLON HOGER INFORMATICA E CONSULTORIA,-,MICRO - ATÉ R$360 MIL/ANO,0,04/1996,83820000,PR,FAZENDA RIO GRANDE,SEM BAIRRO,R RIO COXIM,1404,ED OUREM SL 13,-,-,-,-,0,-,-,-,213-5,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,0,0,0,Registro Não Encontrado,
1298962000131,REJANE ALBUQUERQUE DE OLIVEIRA CONSULTORIA EM INFORMATICA,SANTOS CONSULT,MICRO - ATÉ R$360 MIL/ANO,0,07/1996,83820000,PR,FAZENDA RIO GRANDE,SEM BAIRRO,R RIO COXIM,1404,ED OUREM SL 13,"-25,6628466","-49,3077866","Ver Mapa<url>https://www.google.com/maps?q=-25.6628466,-49.3077866",-,0,-,-,-,213-5,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,1,0,0,Registro Não Encontrado,
1220719000109,S R SOUZA CONSULTORIA E DESENVOLVIMENTO EM INFORMATICA,-,MICRO - ATÉ R$360 MIL/ANO,0,05/1996,83820000,PR,FAZENDA RIO GRANDE,SEM BAIRRO,R RIO COXIM,1404,ED OUREM SL 13,"-25,6628466","-49,3077866","Ver Mapa<url>https://www.google.com/maps?q=-25.6628466,-49.3077866",-,0,-,-,-,213-5,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,0,0,0,Registro Não Encontrado,
1173019000100,M SOUZA JUNIOR CONSULTORIA DE SISTEMAS,-,MICRO - ATÉ R$360 MIL/ANO,0,04/1996,83820000,PR,FAZENDA RIO GRANDE,SEM BAIRRO,R RIO COXIM,1404,ED OUREM SL 13,-,-,-,-,0,-,-,-,213-5,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,0,0,0,Registro Não Encontrado,
1173443000147,R MEDEIROS CONSULTORIA DE INFORMATICA,-,MICRO - ATÉ R$360 MIL/ANO,0,04/1996,83820000,PR,FAZENDA RIO GRANDE,SEM BAIRRO,R RIO COXIM,1404,ED OUREN SL 13,"-25,6628466","-49,3077866","Ver Mapa<url>https://www.google.com/maps?q=-25.6628466,-49.3077866",-,4134330180,-,4134330180,-,213-5,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,1,1,0,Registro Não Encontrado,
1365307000159,GERSON LUIZ GUSSO,G.L.G CONSULTORIA E ASSESSORIA DE INFORMATICA,MICRO - ATÉ R$360 MIL/ANO,1,08/1996,80320300,PR,CURITIBA,PORTÃO,AVENIDA PRESIDENTE ARTHUR DA SILVA BERNARDES,745,LJ 29,"-25,4588372","-49,3022235","Ver Mapa<url>https://www.google.com/maps?q=-25.4588372,-49.3022235",-,0,-,-,-,213-5,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,1,0,0,Registro Não Encontrado,
1173511000178,L SOUZA FERNANDES CONSULTORIA DE SISTEMAS,L SOUZA FERNANDES CONSULTORIA DE SISTEMAS,MICRO - ATÉ R$360 MIL/ANO,1,04/1996,81200100,PR,CURITIBA,MOSSUNGUÊ,RUA PROFESSOR PEDRO VIRIATO PARIGOT DE SOUZA,1900,BL 3 AP 104,"-25,4352663","-49,3277027","Ver Mapa<url>https://www.google.com/maps?q=-25.4352663,-49.3277027",-,41999946477,41999954548,-,-,213-5,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,1,0,0,Registro Não Encontrado,
1792131000111,LUIZ HENRIQUE ROSSO,-,MICRO - ATÉ R$360 MIL/ANO,0,04/1997,80035020,PR,CURITIBA,CABRAL,RUA SAO PEDRO,650,AP 12,"-25,411945","-49,2520673","Ver Mapa<url>https://www.google.com/maps?q=-25.411945,-49.2520673",-,4133246397,-,4133246397,-,213-5,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,1,0,0,Registro Não Encontrado,
7089945000170,TIAGO AUGUSTO SILVA,-,MICRO - ATÉ R$360 MIL/ANO,0,11/2004,83800000,PR,MANDIRITUBA,SEM BAIRRO,ROD BR 116,S/N,KM 130,"-25,7807914","-49,325191","Ver Mapa<url>https://www.google.com/maps?q=-25.7807914,-49.325191",-,41988136972,41988136972,-,-,213-5,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,2,0,0,Registro Não Encontrado,
9198627000173,LULITA MARIA MASSARO,ZOOMSOFT INFORMATICA,MICRO - ATÉ R$360 MIL/ANO,0,10/2007,83800000,PR,MANDIRITUBA,SEM BAIRRO,TV AUGUSTO DISSENHA,26,-,"-25,7775289","-49,3287022","Ver Mapa<url>https://www.google.com/maps?q=-25.7775289,-49.3287022",-,4130912912,-,4130912912,-,213-5,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,2,1,0,Registro Não Encontrado,
9383315000130,CAIO DE ARRUDA CAMPOS,PRIME CONSULTORIA EM TI,MICRO - ATÉ R$360 MIL/ANO,0,01/2008,83800000,PR,MANDIRITUBA,SEM BAIRRO,AL AUGUSTO DISSENHA,26,-,-,-,-,-,4133387347,-,4133387347,-,213-5,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,0,0,0,Registro Não Encontrado,
4522437000146,MARCIO FABIANO BINDI,-,MICRO - ATÉ R$360 MIL/ANO,0,05/2001,83800000,PR,MANDIRITUBA,SEM BAIRRO,AVENIDA BRASIL,S/N.,-,-,-,-,-,0,-,-,-,213-5,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,0,0,0,Registro Não Encontrado,
8971050000128,ORIDES LUIZ MATUELLA,PARTENER CONSULTORIA & SISTEMAS,MICRO - ATÉ R$360 MIL/ANO,0,06/2007,83800000,PR,MANDIRITUBA,SEM BAIRRO,AV BRASIL CXPST,13085,-,-,-,-,-,4199259914,-,4199259914,-,213-5,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,1,0,0,Registro Não Encontrado,
4467799000181,RODRIGO REGGIANI,R. REGGIANI,MICRO - ATÉ R$360 MIL/ANO,0,05/2001,83420000,PR,QUATRO BARRAS,SEM BAIRRO,ESTVA GRACIAOSA,13,-,"-25,3678092","-49,0767795","Ver Mapa<url>https://www.google.com/maps?q=-25.3678092,-49.0767795",-,4132734849,-,4132734849,-,213-5,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,1,0,0,Registro Não Encontrado,
72260086000100,ARTUR ROBERTO PASKE,P C I INFORMATICA,MICRO - ATÉ R$360 MIL/ANO,0,05/1993,83540000,PR,RIO BRANCO DO SUL,SEM BAIRRO,R ITACURI,104,-,"-25,1897803","-49,3135479","Ver Mapa<url>https://www.google.com/maps?q=-25.1897803,-49.3135479",-,4132552335,-,4132552335,-,213-5,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,1,0,0,Registro Não Encontrado,
10293567000157,DANIEL GUGELMIN,DG5000PLUS,MICRO - ATÉ R$360 MIL/ANO,0,08/2008,83880000,PR,RIO NEGRO,SEM BAIRRO,AV AFONSO PETSCHOW,422,SL,-,-,-,-,4736450097,-,4736450097,-,213-5,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,0,0,0,Registro Não Encontrado,
1702149000185,PLINIO SOMBRIO,INFORBRAS,MICRO - ATÉ R$360 MIL/ANO,0,03/1997,83221070,PR,PARANAGUÁ,JARDIM ARAÇÁ,RUA ALFREDO BUDANT,S/N,-,-,-,-,-,0,-,-,-,213-5,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,0,0,0,Registro Não Encontrado,
860511000183,SANDRA MARA SCHIOCHET,SMS INFORMATICA,MICRO - ATÉ R$360 MIL/ANO,0,10/1995,83326210,PR,PINHAIS,ATUBA,RUA ENGENHEIRO SILVIO TEIXEIRA PINTO,500,CS,"-25,3991088","-49,1878006","Ver Mapa<url>https://www.google.com/maps?q=-25.3991088,-49.1878006",-,0,-,-,-,213-5,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,1,0,0,Registro Não Encontrado,
7995693000149,NELSON JOSE MEGER,-,MICRO - ATÉ R$360 MIL/ANO,0,05/2006,83326000,PR,PINHAIS,JARDIM CLÁUDIA,AVENIDA JACOB MACANHAN,798,-,"-25,4262626","-49,1830076","Ver Mapa<url>https://www.google.com/maps?q=-25.4262626,-49.1830076",-,4132575233,-,4132575233,-,213-5,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,1,0,0,Registro Não Encontrado,
10547734000149,MARCELO DE ARAUJO CANSINI,M A C - CONSULTORIA EMPRESARIAL E PRANEJAMENTO,MICRO - ATÉ R$360 MIL/ANO,0,12/2008,83327158,PR,PINHAIS,ALPHAVILLE GRACIOSA,RUA CURIANGOS,1210,TER,"-25,4034799","-49,153065","Ver Mapa<url>https://www.google.com/maps?q=-25.4034799,-49.153065",-,4133274226,-,4133274226,-,213-5,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,1,0,0,Registro Não Encontrado,
9516627000174,MAURICIO DOS SANTOS,CONSULTE TECNOLOGIA,MICRO - ATÉ R$360 MIL/ANO,0,04/2008,83323260,PR,PINHAIS,ESTÂNCIA PINHAIS,RUA DEZENOVE DE NOVEMBRO,435,SL 03,"-25,437275","-49,191256","Ver Mapa<url>https://www.google.com/maps?q=-25.437275,-49.191256",-,4130336722,-,4130336722,-,213-5,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,1,0,0,Registro Não Encontrado,
4012052000139,GILVANIR ESPINOSA,ESPINOSA - INFORMATICA & CONSULTORIA LTDA,MICRO - ATÉ R$360 MIL/ANO,1,08/2000,81210245,PR,CURITIBA,MOSSUNGUÊ,RUA JOSE MARTINHO LISSA,404,-,"-25,4437255","-49,3309859","Ver Mapa<url>https://www.google.com/maps?q=-25.4437255,-49.3309859",-,4192439702,4192439702,-,-,213-5,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,3,0,0,Registro Não Encontrado,
4127137000162,LEANDRO DUARTE PULGATTI,PULGATTI CONSULTORIA EM INFORMATICA,MICRO - ATÉ R$360 MIL/ANO,0,10/2000,83326160,PR,PINHAIS,ATUBA,RUA ARISTIDES DE OLIVEIRA,530,-,"-25,402631","-49,188819","Ver Mapa<url>https://www.google.com/maps?q=-25.402631,-49.188819",-,41999736939,41999736939,4199736939,-,213-5,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,1,0,0,Registro Não Encontrado,
155266000103,OSVALDO PEREIRA DA SILVA JUNIOR - CONSULTORIA,ARMARINHOS PEREIRA JUNIOR,MICRO - ATÉ R$360 MIL/ANO,0,08/1994,83301070,PR,PIRAQUARA,JARDIM BELA VISTA,RUA DUARTE DA COSTA,200,-,"-25,4556654","-49,0804416","Ver Mapa<url>https://www.google.com/maps?q=-25.4556654,-49.0804416",-,4136731392,-,4136731392,-,213-5,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,1,0,0,Registro Não Encontrado,
13909835000100,FLAMARION ARAUJO - CONSULTORIA,CONSULEV-CONSULTORIA TECNICA EM ELEVADORES,MICRO - ATÉ R$360 MIL/ANO,4,06/2011,81770350,PR,CURITIBA,BOQUEIRÃO,RUA JANUARIO ALVES DE SOUZA,1524,casa,"-25,5239527","-49,2293098","Ver Mapa<url>https://www.google.com/maps?q=-25.5239527,-49.2293098",-,4137798939,4187065491,4137798939,-,213-5,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,2,40,1,Registro Não Encontrado,
17636603000187,THIAGO CHAER BORGES,THIAGO CHAER,MICRO - ATÉ R$360 MIL/ANO,0,02/2013,80510250,PR,CURITIBA,SÃO FRANCISCO,RUA JOAO MANOEL,283,-,"-25,423785","-49,2760701","Ver Mapa<url>https://www.google.com/maps?q=-25.423785,-49.2760701",-,4132563045,41991790197,4132563045,-,213-5,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,1,0,0,Registro Não Encontrado,
13560791000156,CARLOS FERNANDO TORRES,CARLOS FERNANDO TORRES -,MICRO - ATÉ R$360 MIL/ANO,1,03/2011,80310420,PR,CURITIBA,SANTA QUITÉRIA,RUA JOAO ALENCAR GUIMARAES,909,-,"-25,4578334","-49,3125483","Ver Mapa<url>https://www.google.com/maps?q=-25.4578334,-49.3125483",-,0,-,-,-,213-5,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,1,0,0,Registro Não Encontrado,
14231756000156,GABRIEL NICODEMOS VARLESE,TECHTRON INFO,MICRO - ATÉ R$360 MIL/ANO,1,08/2011,81900000,PR,CURITIBA,SÍTIO CERCADO,RUA IZAAC FERREIRA DA CRUZ,1815,bloco c 06,"-25,5355524","-49,2851466","Ver Mapa<url>https://www.google.com/maps?q=-25.5355524,-49.2851466",-,4130301706,-,4130301706,-,213-5,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,1,0,0,Cancelado,201109
12027038000137,GP DE ALCANTARA - TECNOLOGIA DA INFORMACAO,GPA MASTER - TECNOLOGIA DA INFORMACAO,MICRO - ATÉ R$360 MIL/ANO,0,05/2010,83402180,PR,COLOMBO,ROÇA GRANDE,RUA PAULO FRAZON,92,CASA  03,-,-,-,-,4130374884,-,4130374884,-,213-5,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,0,0,0,Registro Não Encontrado,
12931785000103,HUGO CESAR DOS SANTOS,-,MICRO - ATÉ R$360 MIL/ANO,0,11/2010,83045100,PR,SÃO JOSÉ DOS PINHAIS,AFONSO PENA,RUA FRANCISCO TOCZEK,807,-,"-25,5091273","-49,193076","Ver Mapa<url>https://www.google.com/maps?q=-25.5091273,-49.193076",-,0,-,-,-,213-5,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,1,0,0,Registro Não Encontrado,
13461653000110,MICHAEL CRYSTIAN GODOY BIALLI,LICENSE WEB,MICRO - ATÉ R$360 MIL/ANO,0,03/2011,81240250,PR,CURITIBA,CIDADE INDUSTRIAL,RUA CIDADE DE LAGUNA,203,NÃO INFORMADO,"-25,4739001","-49,3426653","Ver Mapa<url>https://www.google.com/maps?q=-25.4739001,-49.3426653",-,4133733780,-,4133733780,-,213-5,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,1,0,0,Registro Não Encontrado,
15525145000183,LEONARDO BARZI DE CARVALHO CONSULTORIA,LEONARDO BARZI DE CARVALHO CONSULTORIA,MICRO - ATÉ R$360 MIL/ANO,0,03/2012,82650250,PR,CURITIBA,BOA VISTA,RUA PEDRO ANTONIO DA COSTA,318,CASA  1,"-25,3757101","-49,2469748","Ver Mapa<url>https://www.google.com/maps?q=-25.3757101,-49.2469748",-,4130159783,-,4130159783,-,213-5,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,1,0,0,Registro Não Encontrado,
15529733000195,FABIANO PANEK,-,MICRO - ATÉ R$360 MIL/ANO,0,05/2012,83707470,PR,ARAUCÁRIA,BARIGUI,RUA AGUINELO PINTO,309,-,"-25,5236325","-49,3532072","Ver Mapa<url>https://www.google.com/maps?q=-25.5236325,-49.3532072",-,0,-,-,-,213-5,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,1,0,0,Registro Não Encontrado,
14934862000104,A. F. PIZAIA CERCAL - CONSULTORIA E DESENVOLVIMENTO DE SISTEMAS,PIZAIA IT SOLUTIONS,MICRO - ATÉ R$360 MIL/ANO,0,01/2012,80620010,PR,CURITIBA,ÁGUA VERDE,AVENIDA REPUBLICA ARGENTINA,965,APTO 802 - 8 ANDAR,"-25,4550275","-49,2881358","Ver Mapa<url>https://www.google.com/maps?q=-25.4550275,-49.2881358",-,41996529953,41996529953,-,-,213-5,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,1,4,0,Registro Não Encontrado,
12201483000171,S.R. NAUFFAL - EXCELL SOLUCOES,NAUFFAL,MICRO - ATÉ R$360 MIL/ANO,0,06/2010,83506080,PR,ALMIRANTE TAMANDARÉ,CACHOEIRA,RUA AMBROSIO BINI,70,TERREO,"-25,3421913","-49,2695065","Ver Mapa<url>https://www.google.com/maps?q=-25.3421913,-49.2695065",-,4130224281,-,4130224281,-,213-5,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,1,0,0,Registro Não Encontrado,
11737030000100,KARIM MICHELLE DE ANDRADE,-,MICRO - ATÉ R$360 MIL/ANO,0,03/2010,83823054,PR,FAZENDA RIO GRANDE,NAÇÕES,RUA MACAU,123,-,"-25,653743","-49,3072141","Ver Mapa<url>https://www.google.com/maps?q=-25.653743,-49.3072141",-,4133675729,-,4133675729,-,213-5,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,1,0,0,Registro Não Encontrado,
16842710000107,AMK HOFFMANN CONSULTORIA,AMK,MICRO - ATÉ R$360 MIL/ANO,0,08/2012,81670130,PR,CURITIBA,BOQUEIRÃO,RUA PAULO SETUBAL,2575,-,-,-,-,-,41999795367,41999795367,-,-,213-5,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,0,0,0,Registro Não Encontrado,
18710291000177,RODRIGO VAZ DOS SANTOS - CONSULTORIA,-,MICRO - ATÉ R$360 MIL/ANO,0,07/2013,80610310,PR,CURITIBA,PORTÃO,RUA ARION NIEPCE DA SILVA,120,AP 104,"-25,4694093","-49,2928065","Ver Mapa<url>https://www.google.com/maps?q=-25.4694093,-49.2928065",-,4199982298,4199982298,-,-,213-5,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,0,0,0,Registro Não Encontrado,
17676098000102,JAQUELINE DE OLIVEIRA SALLES GONCALVES,JJ PLANEJAMENTO E CONSULTORIA EM TI,MICRO - ATÉ R$360 MIL/ANO,1,02/2013,81570440,PR,CURITIBA,UBERABA,RUA PRESIDENTE WILSON,509,CS 1,"-25,4856025","-49,2277907","Ver Mapa<url>https://www.google.com/maps?q=-25.4856025,-49.2277907",-,4135285116,-,4135285116,-,213-5,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,1,0,0,Registro Não Encontrado,
13152401000109,V. DOS S. BERLIN - TECNOLOGIA DA INFORMACAO,-,MICRO - ATÉ R$360 MIL/ANO,0,07/2008,83401360,PR,COLOMBO,ARRUDA,RUA DO AVESTRUZ,95,CS,"-25,3199415","-49,2325522","Ver Mapa<url>https://www.google.com/maps?q=-25.3199415,-49.2325522",-,4130166711,-,4130166711,-,213-5,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,1,0,0,Registro Não Encontrado,
19767526000120,WESLEY PEREIRA DE OLIVEIRA - INFORMATICA,OLIVEIRA INFORMATICA,MICRO - ATÉ R$360 MIL/ANO,0,02/2014,83602092,PR,CAMPO LARGO,JARDIM SÃO VICENTE,RUA ANTONIO LUIZ RIVABEM,18,-,"-25,4701636","-49,5435607","Ver Mapa<url>https://www.google.com/maps?q=-25.4701636,-49.5435607",-,4133923797,-,4133923797,-,213-5,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,0,0,0,Registro Não Encontrado,
19667003000101,RAPHAEL HANISCH DA CUNHA,OFFSPRING OF IT CONSULTORIA E SERVICOS DE INFORMATICA,MICRO - ATÉ R$360 MIL/ANO,0,11/2013,81270010,PR,CURITIBA,CIDADE INDUSTRIAL,RUA EDUARDO SPRADA,4390,AP 605 AND 6,"-25,4459022","-49,3475884","Ver Mapa<url>https://www.google.com/maps?q=-25.4459022,-49.3475884",-,4132472774,-,4132472774,-,213-5,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,0,0,0,Registro Não Encontrado,
22214863000102,SILVIO CEZAR SACZUCK,WS SISTEMAS,MICRO - ATÉ R$360 MIL/ANO,0,03/2015,82650230,PR,CURITIBA,BOA VISTA,RUA VICENTE GERONASSO,1407,-,"-25,3766614","-49,2466277","Ver Mapa<url>https://www.google.com/maps?q=-25.3766614,-49.2466277",-,4198492380,-,4198492380,-,213-5,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,0,0,0,Registro Não Encontrado,
26657315000108,FABIO KISCHEL DURANTE CONSULTORIA,FABIO DURANTE CONSULTORIA EM BIM,MICRO - ATÉ R$360 MIL/ANO,1,11/2016,80050490,PR,CURITIBA,CRISTO REI,RUA JOAO PONTONI,120,AP 803,"-25,4365687","-49,2376667","Ver Mapa<url>https://www.google.com/maps?q=-25.4365687,-49.2376667",-,4132095554,-,4132095554,-,213-5,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,0,0,0,Registro Não Encontrado,
25193022000146,CLAUDEMIR FERNANDO FERREIRA CONSULTORIA EM QUALIDADE DE SOFTWARE,UP SOFTWARE QUALITY,MICRO - ATÉ R$360 MIL/ANO,1,06/2016,81550020,PR,CURITIBA,UBERABA,RUA JUA,123,-,"-25,4840566","-49,2123178","Ver Mapa<url>https://www.google.com/maps?q=-25.4840566,-49.2123178",-,4132095554,-,4132095554,-,213-5,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,0,0,0,Registro Não Encontrado,
